Estonian word,Slovak word
märtsipäev,marcového dňa
maru,búrka
marutaud,besnota
marutõvepelgus,strach z besnoty
masendustunne,pocit depresie
masinajuht,Machine Head
masinakirjapaber,papier do písacích strojov
masinamees,stroj muža
masinameister,strojný inžinier
masinfunktsioon,funkcia stroja
maskulinist,maskulinist
massaažiõli,masážny olej
massiühik,jednotka hmotnosti
mässumees,spurný človek
mastaabiefekt,efekt mierky
mastaabi säästuefekt,úspory z rozsahu
mastiit,zápal prsnej žľazy
mastoidiit,mastoiditida
masu,masu
masuut,masut
matemaatikafilosoof,matematický filozof
matemaatikatund,matematická hodina
matemaatiline suhe,matematický vzťah
materjalimahukus,materiálová náročnosť
materjalivaegus,nedostatok materiálu
materjalivaru,zásobovanie materiálom
matkahooaeg,cestovná sezóna
matkapäev,turistický deň
mattpaber,matný papier
matuseline,smútiaci
matusepäev,pohrebný deň
mediastiniit,mediastinitida
meditsiinitöötaja,zdravotnícky pracovník
meditsiinitudeng,študent medicíny
medõde,zdravotná sestra
medullaarne kartsinoom,medulárny karcinóm
medulliit,medulliit
meedik,zdravotník
meeleoluhäire,porucha nálady
meelepuue,zmyslová postihnutie
meelesõgedus,meelesõgedus
meelistäht,šťastná hviezda
meeltsesegadus,neporiadok
meenemünt,zberateľská minca
meesjuht,mužský vodca
meeskirjanik,tvorca politiky
meeskonnaliige,člen tímu
meeskonnamängija,tímový hráč
meeskonnavõistleja,súťažiaci tímu
meesliin,mužská línia
meesluuletaja,mužský básnik
meesõiguslane,aktivista za ľudské práva
meespäev,deň človeka
meespere,mužská rodina
meestearst,lekár
meestesugu,mužský sex
meestevägi,pánska armáda
meeterpikkus,dĺžka metra
meetrikaraamat,metrická kniha
megaherts,megahertzov
megaloblastiline aneemia,megaloblastická anémia
mehaaniline energia,mechanická energia
mehejõmakas,mehejõmakas
mehhaanik,mechanik
mehhanisaator,mehhanisaator
mehhanist,mechanický
mehhanitsist,mehhanitsist
mehkeldaja,zrůda
mehkeldis,mehkeldis
mehkeldus,mehkeldus
meikimisvärv,farba make-upu
meistermeeskond,hlavný tím
meistersportlane,majster atlét
meiukuu,meiukuu
melanoos,melanóza
melissofoobia,melissofoobia
meloeoos,meloeoos
memoriaal,pamätník
Menierei haigus,Meniereho choroba
meniskivigastus,zranenie menisku
menorraagia,menorágia
ment,ment
menukirjanik,pánsky spisovateľ
menutus,menutus
merehunt,morský vlk
merejää,morský ľad
merekahjuhindaja,hodnotiteľ morských škôd
merekaru,morský medveď
mereklaar,morský klaun
mereline kliima,morské podnebie
meremessing,more show
meremuda,morské bahno
merenartsiss,morský narcis
mereoloog,mereoloog
meresüld,POLE
meretuul,morský vánok
merevaikhape,kyselina jantárová
merikaru,ľadový medveď
meristeem,meristém
meristeemmeetod,meristemová metóda
meristeemtaim,meristematická rastlina
merkurialism,merkurialism
merluška,merluška
Mersenne'i arvud,Mersenneho čísla
mesenteriaaltromboos,mezenterická trombóza
mesihein,med tráve
mesilase haigus,choroba včiel
mesilashaigus,choroba včiel
mesilasvaha,včelí vosk
mesindusõpetaja,učiteľ včelárstva
meski,kaše
mesofüll,mesofüll
metaanhape,kyselina mravčia
metaeetik,metaeetik
metafüüsik,metafyzika
metalliaur,metalliaur
metalliline element,kovový prvok
metallipalavik,kovová horúčka
metallisulam,kovová zliatina
metallotermia,metallotermia
metallpaber,kovový papier
metallraha,kovové peniaze
metallurg,metalurgický
metanalüüs,metanalüüs
meteoriitik,meteority
meteoroloogiline nähtus,meteorologický jav
metikal,Metical
metoik,tické
metoodik,pedagóg
metraaž,meterage
metriit,metritídy
metropoliit,metropolitné
metrorraagia,metrorágia
metsafond,lesný fond
metsahärra,pán lesov
metsaisand,pán lesov
metsakapital,hlavné mesto lesa
metsakaupmees,predajca lesov
metsamari,diviaky
metsamarutaud,metsamarutaud
metsamaterjal,drevo
metsamuld,lesná pôda
metsaomanik,majiteľ lesa
metsapäev,lesný deň
metsarikkus,lesné bohatstvo
metsasaks,lesný sax
metsatuletõrjuja,lesný hasič
metsaülem,les šéf
metsaumbrohi,lesné trávy
metsavärv,farba lesa
metseen,patrón
metslauk,diviaky
metsmaasikas,lesná jahoda
metsmari,diviaky
mett,med
metüülbenseen,metylfenetol
metüülviolett,metyl fialová
mihklikuu,Michael Moon
mihrab,mihrab
miilisüsi,míľ uhlia
miim,mim
miina,Miina
miinimumpalk,minimálna mzda
miinimumsumma,minimálna suma
miinimumtermomeeter,minimálny teplomer
miinuspuu,mínus strom
mikaleks,mika
mikaniit,mikaniit
mikroelement,stopový prvok
mikrograafia,mikrofotografie
mikrokliima,mikroklíma
mikrolainekiirgus,mikrovlnné žiarenie
mikroobinakkus,mikrobiálna infekcia
mikrooperatsioon,micro chirurgia
mikropsia,mikropsia
mikropüül,mikropüül
mikroseen,micro huba
mikroväetis,mikro-hnojivo
militarismivastane,militarismivastane
militsionäär,militsionäär
miljöö,okolia
millenarianist,millenarianist
millenialist,millenialist
millim,Millie
millimeetripaber,milimetrový papier
Millsi test,Test mlynov
milreis,milreis
mimetism,mimikry
min,min
mineraalaine,minerálne
mineraalainesegu,minerálna zmes
mineraalkrohv,minerálna omietka
mineraalkütus,minerálne palivo
mineraalmuld,minerálna pôda
mineraalsööt,minerálne krmivo
mineraalväetis,minerálne hnojivo
mineraalvatt,minerálna vlna
mineraalvill,minerálna vlna
mineralisatsioon,mineralizácia
mineraliseerima,mineralizovaná
mineraliseeruma,minalizujúce
mineraliseerumine,mineralizácia
minev,predajný
minevaaastane,minulý rok
mineva-aastane,minulý rok
minevane,odchádzajúce
minimaalkulu,minimálne náklady
minimaalne intressimäär,minimálna úroková sadzba
minimaalne kasvikumäär,minimálna sadzba rastlín
minimaalne määr,minimálna sadzba
minimaalpalk,minimálna mzda
minimaalreserv,minimálna rezerva
minkimisvärv,make-up farba
mioos,mióza
mirabiliit,mirabilit
mirdiõis,mirdiõis
misogaam,misogaam
misogüün,misogüün
mistraal,mistral
mitmehääleaktsia,polyfonické podiely
mitmenärvipõletik,roztrúsená nervové zápal
mitmikühendus,viacnásobné pripojenie
mitraalklapi puudulikkus,nedostatočnosť mitrálnej chlopne
mitraalklapi stenoos,stenóza mitrálnej chlopne
mitraalregurgitatsioon,mitrálna regurgitácia
mitraalstenoos,mitrálna stenóza
mitraalsuistiku stenoos,mitrálna stenóza
mitteasjatundja,non-špecialista
mitte-Hodgkini lümfoom,non-Hodgkinov lymfóm
mittekaristatavus,bez potrestania
mittekognitivist,mittekognitivist
mittekorrapärane hulknurk,nepravidelný mnohouholník
mittekorrasolek,nefunkčné stať
mittenaturalist,non-naturalistická
mittenoteeritav aktsia,nekótovaný podiel
mittenoteeritav väärtpaber,nekótované cenné papiere
mittenuheldavus,mittenuheldavus
mitteolemine,nie je
mittepiisavus,mittepiisavus
mittepositiivne arv,záporné číslo
mittesünnitanu,mittesünnitanu
mittetöine tulu,nepracujúci príjem
mittetõrjuv multitegumtöötlus,neodpudzujúci multitasking
mittetundlikkus,necitlivosť
mittevahetatav valuuta,nekonvertibilná mena
mitteväikerakk-kartsinoom,nemalobunkový karcinóm
mittevastavuskulu,náklady na nesúlad
mk-etapp,mk fáza
mm,mm
modelleerimissavi,modelovacia hlina
mödi,modi
moekirjanik,módny spisovateľ
möga,nezmysel
mögaja,mögaja
mögin,mögin
mögiseja,bristleing
möhkam,möhkam
mõhnalisus,mõhnalisus
möirakaru,revúci medveď
mõisakompleks,Kaštieľový komplex
mõisamaa,zámocká pôda
mõisamees,kaštieľ
mõisapäev,zámocký deň
mõisaproua,lady panstva
mõisasaks,kaštieľ
mõisastaja,zámok
mõisastama,mõisastama
mõisnik,hostinský
mõistja,nariadiť
mõistusekaotus,strata mysle
mõjuvõimuga kaupleja,vplyvný obchodník
molinist,Molini
mõlu,civieť
molübdeniit,molybdenite
molüsmofoobia,molüsmofoobia
monatsiit,monatsiit
moniesioos,moniesioos
monist,monista
monoartriit,monoarthritis
monokromaasia,monokromaasia
monoliitbetoon,monolitický betón
monoliitsus,jednoliaty
montbreetsia,montbreetsia
mööblikaupmees,predajca nábytku
möödapääsmatus,nezastupiteľnosti
mõõdukas turuhind,priemerná trhová cena
möödunudaastane,minulý rok
mõõgaemand,mõõgaemand
mõõkrohi,meč trávy
moonakas,moonakas
moonakaseisus,moonakaseisus
moonamees,moonamees
möönev kõneviis,presvedčivý prejav
mooniõis,makový kvet
mooniõli,makový olej
moonutaja,skrútený
moor,čarodejnice
moorion,moorion
moosekant,hudobník
mootorikütus,motorové palivo
mõõtühik,merná jednotka
moraalifilosoof,morálny filozof
moreensavi,viac hliny
morfiinimürgistus,morfínová intoxikácia
morfiinimürgitus,otrava morfiom
morfoloog,morfoloog
mõrratiib,priekopa
mõrsjapoolne külaline,hosť nevesty
mortaliteet,mortaliteet
mõrusool,horká soľ
mõrvar,vrah
mõrvatu,zavraždený
mõskja,hlupák
Moskva gripp,Moskovská chrípka
mösla,moslem
mõtlemishäire,porucha myslenia
motoorikahäire,motorická porucha
motoorne areng,vývoj motorov
motopallimängija,hráč moto lopty
motopallur,hráč motocykla
mõtteline osa,imaginárna časť
mõttetark,šalvia
mõttetasand,úroveň myslenia
muaree,moaré
müasteenia,gravis
mudalaviin,bahenný likér
mudastumine,zanášanie
mudavool,bahenný tok
mudellendur,pilot modelu
mudellugeja,čítačka modelov
müeliit,myelitída
müelodüsplastiline sündroom,myelodysplastický syndróm
müelofibroos,myelofibróza
müeloidne leukeemia,myeloidná leukémia
müeloom,myelómu
müeloskleroos,myelosclerosis
mugatsema,mugatsema
mugavlema,pohodlie
mügi,na predaj
muguljuur,hľúzový koreň
mugulnina,ako hľúz
mugultaim,mugultaim
muidumees,iný muž
muinasaeg,staroveku
muinasjutuvestja,rozprávač
muinsus,starovek
muinsuskaitse,ochrana dedičstva
mükobakterioos,Mycobacterioses
mukoepidermoidkartsinoom,mukoepidermoidný karcinóm
mükofloora,mükofloora
mükoos,mykóza
mükoplasmoos,micoplasmosis
mükotoksiin,mykotoxínov
mukovistsidoos,volal mukoviscidóza
müksödeem,nahé opuchy
müksoom,Myxo
muldama,kopec
muldmetall,zemný kov
muldpigment,pôdny pigment
muljutis,podliatiny
muljutus,modrina
mullaanalüüs,analýza pôdy
mullabioloogia,pôdna biológia
mullafüüsika,fyzika pôdy
mullageograafia,geografia pôdy
mulla happelisus,kyslosť pôdy
mullakeemia,pôdna chémia
mulla lähtekivim,zdrojová hornina Zeme
mullamikrobioloogia,pôdna mikrobiológia
mullamikroob,pôdny mikrób
mullaniiskus,pôdna vlhkosť
mullapall,pôdna guľa
mulla pH,pH pôdy
mullaressurss,pôdny zdroj
mullaseen,pôdna huba
mullastikukaart,pôdna mapa
mullatama,mullatama
mullateke,výroba pôdy
mullatemperatuur,teplota pôdy
mullatüüp,typ pôdy
mullaväsimus,únava z pôdy
mullavetikas,mullavetikas
mullaviljakus,úrodnosť pôdy
mullbetoon,pórobetón
mülletis,v guľke
mullune,minulý rok
multiipel müeloom,mnohopočetný myelóm
multimiljonär,multimilionár
multipleksfraktuur,multiplexná textúra
multšpaber,mulčovací papier
munairre,munairre
munajuhapõletik,zápal vajcovodov
munandimanusepõletik,zápal semenníkov
munandipõletik,zápal semenníkov
munandi pöördumine,obrátenie semenníkov
munandivähk,rakovina semenníkov
munandivalu,bolesť semenníkov
munasarjahaigustumus,ovariálna choroba
munasarjakartsinoom,ovariálny karcinóm
munasarjakasvaja,rakovina vaječníkov
munasarjapõletik,zápal vaječníkov
munasarjavähk,rakovina vaječníkov
munasarjavalu,bolesť vaječníkov
munavalguallergia,alergia na vaječné bielkoviny
mungu,mungo
munitsipaalomand,obecný majetok
munitsipaalvara,obecný majetok
munkkivi,mních kameň
munkkond,munkkond
munk-nunn katusekate,zastrešenie mníchov
müntimine,razba
müofibrill,müofibrill
müoom,myóm
müosiin,myosin
müosiit,myositis
mürakahjustus,poškodenie hlukom
murdarv,plavák
murdeiga,puberta
murdekirjanik,dialektový spisovateľ
murdeluuletaja,murdeluuletaja
murdumisnurk,uhol lomu
murepäev,deň znepokojenia
mürgipaber,jedový papier
murjan,Murjan
mürkkemikaal,toxická chemikália
mürkvärv,jedovaté farby
mürmekoloog,mürmekoloog
mürtsumees,hlučný
murukasvatus,pestovanie trávy
murutuder,murutuder
museoloog,museologist
musikoloog,muzikológ
musjöö,musjöö
muskimool,pižmo
muskuslill,pižmový kvet
mustertund,vzor hodiny
must esmaspäev,čierny pondelok
must fond,čierne písmo
must kassa,čierna pokladňa
must kuld,čierne zlato
mustlaseplika,cigánka
mustlasplika,mustlasplika
mustmädanik,čierna hniloba
mustmetall,železný kov
must redis,čierna reďkovka
mustrõigas,čierna reďkovka
muti,Muti
mütofoobia,mütofoobia
mütomaania,mütomaania
mütsetism,mütsetism
müüdav väärtpaber,bezpečnosť na predaj
müügieelarve,predajný rozpočet
müügiesindaja,obchodný zástupca
müügikonto,predajný účet
müügikorraldaja,vedúci predaja
müügikurss,predajná cena
müügimaks,daň z obratu
müügisumma,suma predaja
müügitulu,tržby z predaja
müüjanna,predavačka
müüjatar,müüjatar
muukvaras,muukvaras
muulane,cudzinec
muulukas,muulukas
müürikivi,murovaný kameň
müürimaterjal,materiál steny
muusikainimene,hudobná osoba
muusikamees,hudba muž
muusikapäevad,hudobné dni
muusikategelane,music postava
muusikatund,hudobná hodina
muutkulu,rôzne výdavky
muutumatu intressimäär,nezmenená úroková sadzba
muutuvkapital,variabilný kapitál
muutuvkulu,variabilné náklady
muutuv kurss,variabilná sadzba
muutuvpalk,variabilná mzda
N,N
naabrimees,sused
naabrinaine,manželka susedovho
naabrinna,susedia
naabriplika,sused dievča
naabripoiss,sused chlapec
naabritar,susedia
näälike,näälike
näälikene,näälikene
näärid,nový rok
näärikuu,žľazový mesiac
nääripäev,sviatok
näärmekoevähk,glandulárna rakovina
näärmepõletik,zápal žliaz
naatriumoksiid,oxid sodný
naatriumsulfaat,síran sodný
nabapõletik,zápal pupočníka
nabaveenipõletik,zápal pupočníkovej žily
nabistama,nabiť
nadahein,nadahein
nädalapalk,týždenný plat
nädalavahetus,víkend
nadikael,nezbedník
naelsterling,libra šterlingov
naeruvääristus,výsmech
naftagaas,ropný plyn
naftareostus,znečistenie ropou
nagelemine,hašteriť
nägemishäire,zrakové postihnutie
nägemispuue,zrakové postihnutie
nägemisväsimus,vizuálna únava
nägevushäire,zrakové postihnutie
nägija,veštec
nägul,na tvári
näguripäev,tvár dňa
näguripäevad,tvár dní
nahahaav,kožný vred
nahakollasus,zožltnutie kože
nahaseen,kožná huba
nahaseentõbi,kožná huba
nahatamine,bez kože
naha töötlemine,ošetrenie pokožky
nahavalu,bolesť kože
nahksadul,kožené sedlo
näht,znamenie
nähtamatu käsi,neviditeľná ruka
nähtamatu kulu,neviditeľné výdavky
nähtav kulu,viditeľné náklady
näidiseluba,vzorové povolenie
näidistund,vzorkovacia hodina
naiivrealist,naivný realista
naira,Nair
naisaasta,ženský rok
naisärijuht,výkonný ženský manažér
naisaristokraat,ženská šľachta
naisautor,autorka
naisisik,žena
naisjäreltulija,potomka ženy
naisjuhataja,manažérka
naisjuht,manažérka
naiskangelane,ženská hrdina
naislaulja,speváčka
naisliige,ženská členka
naismänedžer,manažérka
naismõisnik,prenajímateľka
naisolevus,ženská bytosť
naisratsutaja,jazdkyňa
naissoost inimene,osoba ženského pohlavia
naisteaasta,ženský rok
naistehaigus,ženská choroba
naistepäev,deň žien
naistepõlgur,pohŕdanie ženami
naisterahvas,žena
naistestamenditäitja,"žena, ktorá testuje"
naistööline,pracovníčka
naisüksikmängija,pre jedného hráča
näitsik,slečna
näituseluba,výstavné povolenie
näivkasum,zdanlivý zisk
näivraha,fiktívne peniaze
näivtakistus,impedancia
nakatis,nakatis
nakatus,stal sa nakazený
nakatusaine,infekčný agens
nakkedispersioon,lepiaca disperzia
nakkusekandja,vektor
nakkushaige,prenosná choroba
nakkuskandja,infekcie nosič
nakkuskindlus,odolnosť proti infekcii
nälghein,Spergula
näljaaeg,näljaaeg
naljakirjutaja,žolík
näljapäev,hladový deň
näljapalk,hlad hlad
näohalvatus,ochrnutie tváre
näoindeks,index tváre
näonärvi halvatus,ochrnutie tváre
näonärvivalu,bolesť tváre
näovalu,bolesť tváre
näpped,zdříml
napsiarmastaja,milovník zdriemnutia
napsimees,chlast muž
napsisõber,snap priateľ
napsumees,napume muž
napsutaja,napsutaja
närakas,närakas
nard,Nard
nardia,Nardim
nardiõli,nardový olej
nari,palanda
narkodiiler,obchodník s drogami
narkojoove,zneužívanie drog
narkolepsia,narkolepsie
narkoloog,závislosť
narkootik,narkootik
narmastamine,skartácia
narmastus,operenie
näru,mizerný
närukael,chromý krk
närustamine,närustamine
närvijuurevalu,bolesť nervových koreňov
närvikiuke,nervové vlákna
närvisõlmepõletik,zápal nervov
näsapõletik,näsapõletik
nasofarüngiit,zápal nosohltana
nataliteet,nataliteet
natsionaalliberaal,národný liberál
natsionaalsotsialist,Nacionalistický socialista
natsionaliteet,natsionaliteet
naturaalkulu,prírodné náklady
naturaalpalk,mzdy a platy
naturaaltasu,vecná platba
naturaaltulu,naturálny príjem
naturaalühik,prírodná jednotka
natuurfilosoof,prírodný filozof
natuurfilosoofia,filozofia prírody
naudinguühik,jednotka zábavy
navigatsioonihooaeg,navigačná sezóna
neegrikartus,negro strach
neelamishäire,dysphagia
neelamiskartus,horké prehĺtanie
neelamisvõimetus,neschopnosť prehĺtať
neelukramp,neelukramp
neelumandlipõletik,neelumandlipõletik
neelupõletik,zápal hltanu
neeluspasm,hrtanový kŕč
neeluvalu,hrtanová bolesť
neeru allavaje,depresia obličiek
neeruamüloidoos,renálna amyloidóza
neerukartsinoom,renálny karcinóm
neerukasvaja,rakovina obličiek
neerupealiste puudulikkus,adrenálna insuficiencia
neerupõletik,zápal obličiek
neerutuberkoloos,obličková tuberkulóza
neerutuberkuloos,obličková tuberkulóza
neeruvaagnapõletik,zápal panvy
neeruvähk,rakovina obličiek
neeruvalu,bolesť obličiek
nefroblastoom,neplrroblastoma
nefronoftiis,nephronophthisis
nefroom,nefrom
nefrootiline sündroom,nefrotický syndróm
nefroptoos,nefroptoos
nefroskleroos,nefroskleróza
negatiivne arv,záporné číslo
negatiivne nurk,záporný uhol
negatiivne vabadus,negatívna sloboda
negentroopia,negentroopia
negrofoobia,negrofoobia
neitsik,panenský
nekatoriaas,nekatoriaas
nekrofoobia,nekrofoobia
nelgiõis,nelgiõis
nelipühad,svätodušné
nelisada,štyristo
nelivürst,Štyri kniežatá
neljajäsemehalvatus,paralýza štyroch končatín
neljakohaline arv,štvorciferné číslo
neljakümnendik,štyridsiaty
neljakümnes osa,štyridsať časť
neljas jagu,Štvrtá časť
neljas osa,štvrtá časť
neljateistkümnendik,štrnásty
neljateistkümnes osa,časť štrnásty
nemeesia,nemeesia
neogeen,Neogene
neohegeliaan,neohegeliaan
neonataalaeg,novorodenecký čas
neonataalperiood,novorodenecké obdobie
neonatoloog,neonatológ
neoplaasia,neoplázie
neoplasma,neoplazma
neosporoos,neosporoos
neoteenia,neoteenia
neriine,neriine
nestik,NESTIKA
nestor,nestor
nestoriaan,nestoriaan
netohind,čistá cena
netokapital,čistý kapitál
netokasum,čistý zisk
netokurss,čistý výmenný kurz
netopalk,čistý plat
netosissetulek,čistý príjem
netotulu,čistý príjem
neuraalne amüotroofia,nervová amyotropia
neuroepitelioom,neuroepithelioma
neurofibrill,neurofibrill
neurofibromatoos,neurofibromatóza
neuroluues,neuronálna kosť
neuropaatia,neuropatia
neuropatoloog,neuropathist
neuropeptiid,neuropeptid
neurosarkoidoos,neurosarcoidosis
neurosüüfilis,neurosyfilis
neurotsütoom,neurotsütoom
Newcastle'i haigus,Pseudomor hydiny
ngultrum,ngultrum
nibujätkepõletik,mastoiditida
nidatsioon,nidácie
nidusus,súdržnosť
Niemanni-Picki tõbi,Niemann-Pickova choroba
nigelus,nigelus
nigrosiin,nigrosinové
nigulapäev,deň bodnutia
nihkenurk,vyrovnávací uhol
nihutus,odškodnenie
nihverdaja,prostredný
niidupäev,lúčny deň
niidurohi,lúčna tráva
niiduumbrohi,lúčna tráva
niied,niteľnice
niin,bas
niineosa,lúčny úsek
niinepuu,takže strom
niinosa,toľko
niiskustõke,bariéra proti vlhkosti
niitjas kirbutatar,ochabnutá bradavica
nikeliin,nikeliin
nikkelraha,niklové peniaze
nikliallergia,alergia na nikel
niklimaak,niklová ruda
nikoliit,nikoliit
nikotiinimürgistus,intoxikácia nikotínom
nikotiinimürgitus,intoxikácia nikotínom
nikotiinsulfaat,nikotín sulfát
nikroom,nichrom
nilsboorium,nilsboorium
nimega arv,nazýva číslo
nimeline aktsia,akcie na meno
nimeline väärtpaber,registrovaná bezpečnosť
nimepäev,meniny
nimeregister,registr mien
nimeta arv,pomenujte číslo
nimimäär,nominálna rýchlosť
nimipalk,nominálny plat
nimisissetulek,nominálny príjem
nimismees,nimismees
nimitulu,nominálny príjem
nimmevalu,bedrovej bolesti
ninaindeks,index nosa
ninakinnisus,nazálna kongescia
ninakivitõbi,nos urolitiázy
ninakõvastumus,nazálna kongescia
ninamees,vodca
ninaneelupõletik,zápal nosohltana
ninaneeluvähk,rakovina nosohltanu
nina polüpoos,nosná polypóza
ninapolüüp,nosový polyp
ninavalu,bolesť nosa
niresist,ni
nitragiin,nitragiin
nitratsioon,nitratsioon
nitreerimine,nitričná
nitriid,nitrid
nitrofoska,nitrofoska
nitron,Nitron
nitroos,Nitron
nitroühend,nitro zlúčenina
nitrovärv,nitro farbivo
niudesoolepõletik,zápal ileu
nivooefekt,efekt úrovne
n-kohaline arv,n-miestne číslo
n-ndkodeerimine,n-ndkodeerimine
noahaav,noahaav
noalõks,lapač nožov
nodi,lízatko
nodoosne periarteriit,nodulárna periarteritída
nõdraaruline,nõdraaruline
nõdrameelsus,demencie
nogaata,Noga
nõgiseen,zamumlať
nohune,riedky
nohus,nádcha
nõianõges,chorogi
nõiatar,nõiatar
nokardioos,nokardióza
nokkhein,zobák tráva
nolaana,nolaana
nõletõbi,škrtí
nõlg,škrtí
nominaalintress,nominálny úrok
nominaalkurss,nominálna sadzba
nominaalmäär,nominálna sadzba
nominaalõppeaeg,nominálne obdobie štúdia
nominaalpalk,nominálny plat
nominaaltulu,nominálny príjem
nominalisatsioon,nominalisatsioon
nõmmenelk,nõmmenelk
nõmmkann,nõmmkann
nõmmnelk,Keporkak
nomofoobia,nomofoobia
Non-Hodgkini lümfoom,Non-Hodgkinov lymfóm
noniljon,milión
nonkonformist,nekonformný
noodipaber,noty
noolutamine,temperovanie
nooma,Noomi
noorautor,mladý autor
nooremametnik,pomocný dôstojník
nooremmüüja,juniorský predajca
nooremõpetaja,pomocný učiteľ
nooremteadur,vedecký pracovník
noorfüüsik,mladý fyzik
noorhärra,mladý pán
noorik,mladá žena
nöörikonks,strunový háčik
noorkirjanik,mladý spisovateľ
noorliige,mladý člen
noorluuletaja,mladý básnik
noormehelikult,noormehelikult
noorpaar,mladý pár
noorpoeet,obchod s mládežou
noorpõli,olej pre mládež
nöörraamat,strunová kniha
noorsand,Noorsat
noorsõdur,mládežnícky vojak
noorsookirjanik,spisovateľ pre mládež
noorsootöötaja,pracovník s mládežou
noor täiskasvanu,mladý dospelý
noorteautor,mladý autor
noortekirjanik,spisovateľ mládeže
noorusaeg,skorý život
noorusiga,noorusiga
nooruspäev,deň mládeže
noosfäär,Noosféra
nõreline,nõreline
nõreoksaline,nõreoksaline
nõrgkivi,slabý kameň
noriit,noriit
normaalaeg,normálny čas
normaalbetoon,normálny betón
normaalhäiring,normálna porucha
normaalhind,normálna cena
normaalkulu,bežné výdavky
normaalpinge,normálne napätie
normaalseisund,normálny stav
normaaltöötus,normálna nezamestnanosť
normaeg,normaeg
normaliseeritud arv,normalizované číslo
normannist,normman
normhind,normálna cena
nosematoos,nosematoos
nostrokonto,nostro účet
notaablid,notaablid
notaarius,notaarius
notariaalkontor,notárska kancelária
notariaat,notári
noteeringuta väärtpaber,nekótované cenné papiere
nõudelaen,požadovaná pôžička
nõudevirn,zásobník nárokov
nõudlusfunktsioon,funkcia dopytu
nõudlusinflatsioon,inflácia dopytu
nõudlustsükkel,dopytový cyklus
nõudmine,dopyt
nõudmisülekaal,nadváha dopytu
nõutav reserv,povinná rezerva
novelliauhind,cena poviedky
novellikirjanik,spisovateľ poviedok
novellimeister,majster poviedok
novellipreemia,cena poviedky
novellist,poviedka
novembrikuu,v novembri
novembripäev,Deň november
ns,ns
Ns,ns
nublak,nublak
nublakas,nublakas
nublu,Knowlton
nubul,nubul
nudipaelusstõbi,nudipaelusstõbi
nugilisnakatus,späť v noci
nugilispelgus,nugilispelgus
nugilisrünne,útok nožom
nuginakkus,nuginakkus
nugiputukatabandus,nemotorný útok
nugiusstõbi,nugiusstõbi
nühkija,Noser
nukleiinhape,nukleová kyselina
nukleotiid,nukleotid
nullkasum,nulový zisk
nullpunkt,nulový bod
nullsaldo,nulový zostatok
nunnkivi,nunnkivi
nuputreial,tlačidlo Turner
nurgalaud,rohový stôl
nurganaine,uhol žena
nürmus,nürmus
nutatsioon,nutácia
nuudipäev,rezancový deň
nüüdisaeg,moderné časy
nüüdisväärtus,súčasná hodnota
nuuskur,detektív
nuuter,nuuter
O,O
objektivist,"Myslím, že objekt"
obligatsioonide väljaostufond,fond splácania dlhopisov
obligatsiooni hinnalisand,emisná prémia
obligatsioonitulu,výnos z dlhopisov
obligatsiooni väärtus,hodnota dlhopisu
obligoarve,obligoarve
obligokaart,povinná karta
oblitereeriv endarteriit,odstraňovanie endarteritídy
oblitereeriv tromboangiit,odstraňovanie tromboangitídy
obnubilatsioon,obnubilatsioon
oboist,hobojista
obrok,obrok
obrokimaks,obrokimaks
obsessiiv-kompulsiivne häire,obsedantno-kompulzívna porucha
obstruktsionist,obstruktsionist
obstruktsioon,obštrukcie
OCR,OCR
odavmüüja,lacný predajca
odav raha,lacné peniaze
odontalgia,odontalgia
odontiit,odontiit
odontoblastoom,odontoblastoom
odontoom,odontom
odünofoobia,odünofoobia
õdusus,útulnosť
oftalmalgia,oftalmalgia
oftalmoblenorröa,oftalmoblenorröa
oftalmodüünia,oftalmodüünia
oftalmoloog,oftalmológ
oftalmoloogiline,oftalmologickej
oftalmoparalüüs,oftalmoparalüüs
ogarakk-kartsinoom,spongiformný karcinóm
õhkkiirus,rýchlosť vzduchu
õhkkusesus,õhkkusesus
õhkrind,vzduchová hruď
ohmakas,ohmakas
ohmoon,ohmoon
ohmu,Bozo
ohmus,ohmus
ohtlikkus,rizikovosť
ohtlikud jäätmed,nebezpečný odpad
õhtu-,večerné
õhtuhakk,večerné fušky
õhtune,večerné
õhtupäike,večerné slnko
õhtupalve,večerná modlitba
õhtupalvus,večerná modlitba
õhtupoolikuti,popoludní
õhukaitse,ochrana ovzdušia
õhukümblus,ponorenie do vzduchu
õhumass,hmotnosť vzduchu
õhuneelamine,õhuneelamine
õhuringe,cirkulácia vzduchu
õhuringlus,cirkulácia vzduchu
õhurõhuvigastus,zranenie tlakom vzduchu
õhusoojus,vzduchové teplo
ohustamine,ohrozujúce
ohutegur,rizikový faktor
õhutemperatuur,teplota vzduchu
õhuturve,letecká bezpečnosť
ohutuseeskiri,bezpečnostné pravidlá
ohutusnõue,bezpečnostná požiadavka
õhuvann,vzduchový kúpeľ
ohvitserid,dôstojníci
ohvitserkond,dôstojnícky kruh
ohvitserlik,dôstojník
ohvrikivi,obetný kameň
õieke,kvetina
õiekene,kvetina
õieteraapia,kvetinová terapia
õietolmumürgitus,otrava peľom
õiglusearmastaja,milovník spravodlivosti
õiglusejünger,učeník spravodlivosti
õigsus,presnosť
õigusabi,právna pomoc
õigusearmastaja,milovník práva
õigus elule,právo na život
õigusnorm,právny štát
